,country,year,age,Average_suicides_per_capita
13406,United Kingdom,2013-01-01,15-24 years,4.97
8677,Netherlands,2009-01-01,15-24 years,4.965
2674,Chile,1992-01-01,15-24 years,4.965
5459,Guatemala,2003-01-01,75+ years,4.96
9154,Panama,1988-01-01,55-74 years,4.96
6389,Israel,2015-01-01,25-34 years,4.955
8349,Mexico,1996-01-01,25-34 years,4.955
8647,Netherlands,2004-01-01,15-24 years,4.95
3879,Ecuador,1990-01-01,35-54 years,4.95
10409,Romania,2007-01-01,15-24 years,4.949999999999999
11068,Serbia,2012-01-01,15-24 years,4.945
56,Albania,1998-01-01,35-54 years,4.945
5289,Grenada,2006-01-01,35-54 years,4.945
9422,Paraguay,2011-01-01,35-54 years,4.9399999999999995
2260,Brazil,2014-01-01,15-24 years,4.9399999999999995
8418,Mexico,2007-01-01,55-74 years,4.9399999999999995
9696,Portugal,1988-01-01,15-24 years,4.9350000000000005
12070,Suriname,1996-01-01,15-24 years,4.9350000000000005
2871,Colombia,1993-01-01,75+ years,4.935
8382,Mexico,2001-01-01,55-74 years,4.93
5036,Greece,1989-01-01,25-34 years,4.93
512,Armenia,1995-01-01,35-54 years,4.93
5390,Guatemala,1992-01-01,35-54 years,4.925
5099,Greece,1999-01-01,55-74 years,4.925
8386,Mexico,2002-01-01,35-54 years,4.92
2087,Brazil,1985-01-01,25-34 years,4.92
2873,Colombia,1994-01-01,25-34 years,4.92
10936,Saint Vincent and Grenadines,2011-01-01,15-24 years,4.915
4717,France,2014-01-01,15-24 years,4.91
1212,Bahamas,1996-01-01,35-54 years,4.91
9277,Panama,2015-01-01,25-34 years,4.905
6232,Israel,1989-01-01,15-24 years,4.905
2864,Colombia,1992-01-01,55-74 years,4.905
5375,Guatemala,1989-01-01,75+ years,4.89
8388,Mexico,2002-01-01,55-74 years,4.885000000000001
8671,Netherlands,2008-01-01,15-24 years,4.885
12829,Turkey,2010-01-01,75+ years,4.885
2117,Brazil,1990-01-01,25-34 years,4.885
50,Albania,1997-01-01,35-54 years,4.885
9764,Portugal,1999-01-01,35-54 years,4.880000000000001
1320,Bahrain,1985-01-01,35-54 years,4.88
2894,Colombia,1997-01-01,55-74 years,4.875
7803,Luxembourg,2010-01-01,15-24 years,4.875
6575,Italy,2015-01-01,25-34 years,4.87
9324,Paraguay,1995-01-01,15-24 years,4.87
5946,Iceland,2003-01-01,25-34 years,4.869999999999999
13010,Turkmenistan,2012-01-01,15-24 years,4.865
4023,Ecuador,2014-01-01,35-54 years,4.864999999999999
10668,Saint Lucia,1989-01-01,35-54 years,4.86
9346,Paraguay,1998-01-01,55-74 years,4.86
2129,Brazil,1992-01-01,25-34 years,4.86
7882,Maldives,2007-01-01,25-34 years,4.86
4329,Fiji,2005-01-01,35-54 years,4.855
8406,Mexico,2005-01-01,55-74 years,4.8500000000000005
506,Armenia,1994-01-01,35-54 years,4.85
5637,Guyana,2006-01-01,5-14 years,4.85
11374,Singapore,2014-01-01,15-24 years,4.85
9266,Panama,2013-01-01,35-54 years,4.845000000000001
3823,Denmark,2013-01-01,15-24 years,4.845
43,Albania,1996-01-01,25-34 years,4.84
6347,Israel,2008-01-01,25-34 years,4.84
13376,United Kingdom,2008-01-01,15-24 years,4.84
2248,Brazil,2012-01-01,15-24 years,4.835
9272,Panama,2014-01-01,35-54 years,4.835
2882,Colombia,1995-01-01,55-74 years,4.83
2440,Bulgaria,2013-01-01,15-24 years,4.819999999999999
2865,Colombia,1992-01-01,75+ years,4.8149999999999995
13358,United Kingdom,2005-01-01,15-24 years,4.8149999999999995
12609,Thailand,2009-01-01,15-24 years,4.8149999999999995
12603,Thailand,2008-01-01,15-24 years,4.8149999999999995
9984,Puerto Rico,2009-01-01,15-24 years,4.8100000000000005
3022,Costa Rica,1988-01-01,15-24 years,4.8100000000000005
5453,Guatemala,2002-01-01,75+ years,4.8100000000000005
9354,Paraguay,2000-01-01,15-24 years,4.8100000000000005
1152,Azerbaijan,2001-01-01,35-54 years,4.81
8074,Malta,2013-01-01,25-34 years,4.805
9840,Puerto Rico,1985-01-01,15-24 years,4.800000000000001
4364,Fiji,2012-01-01,25-34 years,4.8
10463,Romania,2016-01-01,15-24 years,4.8
2105,Brazil,1988-01-01,25-34 years,4.795
2386,Bulgaria,2004-01-01,15-24 years,4.795
5521,Guatemala,2014-01-01,25-34 years,4.79
109,Albania,2007-01-01,25-34 years,4.79
2254,Brazil,2013-01-01,15-24 years,4.79
13878,Uzbekistan,2009-01-01,55-74 years,4.79
4328,Fiji,2005-01-01,25-34 years,4.79
11118,Seychelles,2002-01-01,35-54 years,4.785
8334,Mexico,1993-01-01,55-74 years,4.785
5381,Guatemala,1990-01-01,75+ years,4.78
8342,Mexico,1995-01-01,15-24 years,4.78
10044,Qatar,2005-01-01,15-24 years,4.78
10906,Saint Vincent and Grenadines,2006-01-01,15-24 years,4.775
3905,Ecuador,1994-01-01,55-74 years,4.7749999999999995
8056,Malta,2010-01-01,25-34 years,4.77
3016,Costa Rica,1987-01-01,15-24 years,4.77
1332,Bahrain,1988-01-01,35-54 years,4.77
2111,Brazil,1989-01-01,25-34 years,4.765000000000001
8328,Mexico,1992-01-01,55-74 years,4.76
2879,Colombia,1995-01-01,25-34 years,4.76
11842,Spain,1998-01-01,15-24 years,4.76
5117,Greece,2002-01-01,55-74 years,4.76
7181,Kuwait,2005-01-01,25-34 years,4.755
8068,Malta,2012-01-01,25-34 years,4.755
3927,Ecuador,1998-01-01,35-54 years,4.75
2036,Belize,2009-01-01,55-74 years,4.75
4019,Ecuador,2013-01-01,55-74 years,4.745
9342,Paraguay,1998-01-01,15-24 years,4.745
6460,Italy,1996-01-01,15-24 years,4.745
5061,Greece,1993-01-01,35-54 years,4.745
592,Armenia,2010-01-01,55-74 years,4.745
8915,Nicaragua,2012-01-01,75+ years,4.74
9386,Paraguay,2005-01-01,35-54 years,4.735
485,Armenia,1990-01-01,75+ years,4.734999999999999
8080,Malta,2014-01-01,25-34 years,4.734999999999999
8348,Mexico,1996-01-01,15-24 years,4.73
13237,United Arab Emirates,2010-01-01,75+ years,4.73
3947,Ecuador,2001-01-01,55-74 years,4.73
2891,Colombia,1997-01-01,25-34 years,4.73
12925,Turkmenistan,1997-01-01,75+ years,4.73
8322,Mexico,1991-01-01,55-74 years,4.7250000000000005
8665,Netherlands,2007-01-01,15-24 years,4.725
7680,Luxembourg,1989-01-01,5-14 years,4.720000000000001
2837,Colombia,1988-01-01,25-34 years,4.720000000000001
11357,Singapore,2011-01-01,25-34 years,4.720000000000001
4752,Georgia,1995-01-01,75+ years,4.72
5192,Greece,2015-01-01,25-34 years,4.715
8380,Mexico,2001-01-01,35-54 years,4.715
6340,Israel,2007-01-01,15-24 years,4.715
1294,Bahamas,2010-01-01,15-24 years,4.71
8370,Mexico,1999-01-01,55-74 years,4.71
12074,Suriname,1996-01-01,55-74 years,4.7
2236,Brazil,2010-01-01,15-24 years,4.699999999999999
13364,United Kingdom,2006-01-01,15-24 years,4.695
294,Argentina,1985-01-01,15-24 years,4.695
2182,Brazil,2001-01-01,15-24 years,4.695
3891,Ecuador,1992-01-01,35-54 years,4.695
2970,Colombia,2010-01-01,35-54 years,4.694999999999999
8316,Mexico,1990-01-01,55-74 years,4.6899999999999995
2152,Brazil,1996-01-01,15-24 years,4.6850000000000005
9428,Paraguay,2012-01-01,35-54 years,4.6850000000000005
5522,Guatemala,2014-01-01,35-54 years,4.680000000000001
5075,Greece,1995-01-01,55-74 years,4.68
2988,Colombia,2013-01-01,35-54 years,4.68
4815,Georgia,2009-01-01,35-54 years,4.68
9355,Paraguay,2000-01-01,25-34 years,4.675000000000001
11818,Spain,1994-01-01,15-24 years,4.675
527,Armenia,1997-01-01,75+ years,4.675
2194,Brazil,2003-01-01,15-24 years,4.675
2404,Bulgaria,2007-01-01,15-24 years,4.675
2212,Brazil,2006-01-01,15-24 years,4.675
2200,Brazil,2004-01-01,15-24 years,4.67
12960,Turkmenistan,2003-01-01,55-74 years,4.67
7999,Malta,2000-01-01,55-74 years,4.665
538,Armenia,1999-01-01,55-74 years,4.665
9434,Paraguay,2013-01-01,35-54 years,4.665
6383,Israel,2014-01-01,25-34 years,4.665
7834,Luxembourg,2015-01-01,25-34 years,4.66
6472,Italy,1998-01-01,15-24 years,4.66
11848,Spain,1999-01-01,15-24 years,4.66
9702,Portugal,1989-01-01,15-24 years,4.655
71,Albania,2000-01-01,75+ years,4.654999999999999
2836,Colombia,1988-01-01,15-24 years,4.65
3010,Costa Rica,1986-01-01,15-24 years,4.65
3546,Cyprus,2016-01-01,55-74 years,4.6499999999999995
11800,Spain,1991-01-01,15-24 years,4.6450000000000005
2422,Bulgaria,2010-01-01,15-24 years,4.6450000000000005
9367,Paraguay,2002-01-01,25-34 years,4.640000000000001
8376,Mexico,2000-01-01,55-74 years,4.64
3775,Denmark,2005-01-01,15-24 years,4.635
8198,Mauritius,2002-01-01,75+ years,4.635
62,Albania,1999-01-01,35-54 years,4.635
10802,Saint Lucia,2012-01-01,55-74 years,4.635
3411,Cuba,2008-01-01,15-24 years,4.625
12627,Thailand,2012-01-01,15-24 years,4.625
12621,Thailand,2011-01-01,15-24 years,4.625
5121,Greece,2003-01-01,35-54 years,4.625
5045,Greece,1990-01-01,55-74 years,4.62
8374,Mexico,2000-01-01,35-54 years,4.615
5135,Greece,2005-01-01,55-74 years,4.615
10882,Saint Vincent and Grenadines,2002-01-01,15-24 years,4.615
7656,Luxembourg,1985-01-01,5-14 years,4.61
1914,Belize,1987-01-01,35-54 years,4.605
2188,Brazil,2002-01-01,15-24 years,4.605
2867,Colombia,1993-01-01,25-34 years,4.605
5013,Greece,1985-01-01,35-54 years,4.605
5488,Guatemala,2008-01-01,55-74 years,4.6
5090,Greece,1998-01-01,25-34 years,4.6
2218,Brazil,2007-01-01,15-24 years,4.6
2206,Brazil,2005-01-01,15-24 years,4.595000000000001
5025,Greece,1987-01-01,35-54 years,4.595
11854,Spain,2000-01-01,15-24 years,4.59
10015,Puerto Rico,2014-01-01,25-34 years,4.59
4737,Georgia,1992-01-01,35-54 years,4.59
5105,Greece,2000-01-01,55-74 years,4.585
3484,Cyprus,2006-01-01,25-34 years,4.585
6207,Ireland,2014-01-01,75+ years,4.58
9336,Paraguay,1997-01-01,15-24 years,4.58
2994,Colombia,2014-01-01,35-54 years,4.58
9380,Paraguay,2004-01-01,35-54 years,4.58
8356,Mexico,1997-01-01,35-54 years,4.58
4355,Fiji,2009-01-01,55-74 years,4.575
9714,Portugal,1991-01-01,15-24 years,4.575
3881,Ecuador,1990-01-01,55-74 years,4.574999999999999
36,Albania,1995-01-01,15-24 years,4.574999999999999
6448,Italy,1994-01-01,15-24 years,4.57
13370,United Kingdom,2007-01-01,15-24 years,4.57
2855,Colombia,1991-01-01,25-34 years,4.57
8337,Mexico,1994-01-01,25-34 years,4.57
108,Albania,2007-01-01,15-24 years,4.57
7069,Kiribati,1998-01-01,5-14 years,4.565
2230,Brazil,2009-01-01,15-24 years,4.56
5030,Greece,1988-01-01,25-34 years,4.555
2982,Colombia,2012-01-01,35-54 years,4.555
5377,Guatemala,1990-01-01,25-34 years,4.555
5151,Greece,2008-01-01,35-54 years,4.555
12591,Thailand,2006-01-01,15-24 years,4.555
1451,Barbados,1986-01-01,25-34 years,4.55
3519,Cyprus,2012-01-01,15-24 years,4.545
9245,Panama,2009-01-01,75+ years,4.545
5018,Greece,1986-01-01,25-34 years,4.54
5387,Guatemala,1991-01-01,75+ years,4.54
8047,Malta,2008-01-01,55-74 years,4.54
3417,Cuba,2009-01-01,15-24 years,4.54
9286,Paraguay,1985-01-01,55-74 years,4.535
5123,Greece,2003-01-01,55-74 years,4.53
2834,Colombia,1987-01-01,55-74 years,4.53
9416,Paraguay,2010-01-01,35-54 years,4.53
5325,Grenada,2012-01-01,35-54 years,4.53
5494,Guatemala,2009-01-01,55-74 years,4.525
2146,Brazil,1995-01-01,15-24 years,4.525
3923,Ecuador,1997-01-01,55-74 years,4.52
9430,Paraguay,2012-01-01,55-74 years,4.52
12500,Thailand,1986-01-01,75+ years,4.515000000000001
8310,Mexico,1989-01-01,55-74 years,4.51
9415,Paraguay,2010-01-01,25-34 years,4.51
11062,Serbia,2011-01-01,15-24 years,4.505
12658,Trinidad and Tobago,1985-01-01,35-54 years,4.5
9770,Portugal,2000-01-01,35-54 years,4.5
5157,Greece,2009-01-01,35-54 years,4.495
9418,Paraguay,2010-01-01,55-74 years,4.49
11812,Spain,1993-01-01,15-24 years,4.49
3855,Ecuador,1986-01-01,35-54 years,4.49
9250,Panama,2010-01-01,55-74 years,4.485
9738,Portugal,1995-01-01,15-24 years,4.48
610,Armenia,2013-01-01,55-74 years,4.48
2820,Colombia,1985-01-01,35-54 years,4.48
8358,Mexico,1997-01-01,55-74 years,4.4750000000000005
5323,Grenada,2012-01-01,15-24 years,4.475
9515,Philippines,2008-01-01,75+ years,4.470000000000001
11915,Spain,2010-01-01,25-34 years,4.47
8204,Mauritius,2003-01-01,75+ years,4.47
11872,Spain,2003-01-01,15-24 years,4.465
5471,Guatemala,2005-01-01,75+ years,4.46
2828,Colombia,1986-01-01,55-74 years,4.46
1356,Bahrain,2000-01-01,35-54 years,4.46
5497,Guatemala,2010-01-01,25-34 years,4.455
9978,Puerto Rico,2008-01-01,15-24 years,4.455
8072,Malta,2012-01-01,75+ years,4.45
8350,Mexico,1996-01-01,35-54 years,4.45
4357,Fiji,2011-01-01,15-24 years,4.45
8325,Mexico,1992-01-01,25-34 years,4.445
17,Albania,1989-01-01,75+ years,4.445
1367,Bahrain,2002-01-01,25-34 years,4.44
41,Albania,1995-01-01,75+ years,4.44
2848,Colombia,1990-01-01,15-24 years,4.4399999999999995
4761,Georgia,1997-01-01,35-54 years,4.4399999999999995
4321,Fiji,2004-01-01,15-24 years,4.4350000000000005
490,Armenia,1991-01-01,55-74 years,4.4350000000000005
10852,Saint Vincent and Grenadines,1997-01-01,15-24 years,4.435
6454,Italy,1995-01-01,15-24 years,4.435
11080,Serbia,2014-01-01,15-24 years,4.425
9385,Paraguay,2005-01-01,25-34 years,4.425
7127,Kuwait,1996-01-01,25-34 years,4.425
550,Armenia,2001-01-01,55-74 years,4.425
1926,Belize,1990-01-01,35-54 years,4.425
3875,Ecuador,1989-01-01,55-74 years,4.42
5084,Greece,1997-01-01,25-34 years,4.42
6364,Israel,2011-01-01,15-24 years,4.415
4850,Georgia,2015-01-01,25-34 years,4.415
5096,Greece,1999-01-01,25-34 years,4.41
330,Argentina,1991-01-01,15-24 years,4.405
1188,Bahamas,1987-01-01,35-54 years,4.405
11794,Spain,1990-01-01,15-24 years,4.4
10846,Saint Vincent and Grenadines,1996-01-01,15-24 years,4.4
2081,Bosnia and Herzegovina,2014-01-01,25-34 years,4.3999999999999995
5480,Guatemala,2007-01-01,35-54 years,4.3950000000000005
5452,Guatemala,2002-01-01,55-74 years,4.395
3441,Cuba,2013-01-01,15-24 years,4.390000000000001
236,Antigua and Barbuda,2004-01-01,35-54 years,4.385
2140,Brazil,1994-01-01,15-24 years,4.385
8015,Malta,2003-01-01,35-54 years,4.385
9374,Paraguay,2003-01-01,35-54 years,4.385
8364,Mexico,1998-01-01,55-74 years,4.380000000000001
5524,Guatemala,2014-01-01,55-74 years,4.38
5133,Greece,2005-01-01,35-54 years,4.38
76,Albania,2001-01-01,55-74 years,4.375
9479,Philippines,2000-01-01,75+ years,4.37
9745,Portugal,1996-01-01,25-34 years,4.365
3129,Costa Rica,2005-01-01,75+ years,4.365
10840,Saint Vincent and Grenadines,1995-01-01,15-24 years,4.365
5496,Guatemala,2010-01-01,15-24 years,4.36
5072,Greece,1995-01-01,25-34 years,4.359999999999999
8362,Mexico,1998-01-01,35-54 years,4.359999999999999
5139,Greece,2006-01-01,35-54 years,4.355
5129,Greece,2004-01-01,55-74 years,4.355
5515,Guatemala,2013-01-01,25-34 years,4.355
5431,Guatemala,1999-01-01,25-34 years,4.3549999999999995
1298,Bahamas,2010-01-01,55-74 years,4.35
627,Armenia,2016-01-01,55-74 years,4.34
2050,Belize,2012-01-01,15-24 years,4.34
2158,Brazil,1997-01-01,15-24 years,4.34
9337,Paraguay,1997-01-01,25-34 years,4.34
484,Armenia,1990-01-01,55-74 years,4.33
3953,Ecuador,2002-01-01,55-74 years,4.33
6220,Israel,1987-01-01,15-24 years,4.325
9954,Puerto Rico,2004-01-01,15-24 years,4.325
2885,Colombia,1996-01-01,25-34 years,4.325
5078,Greece,1996-01-01,25-34 years,4.324999999999999
82,Albania,2002-01-01,55-74 years,4.324999999999999
2164,Brazil,1998-01-01,15-24 years,4.32
533,Armenia,1998-01-01,75+ years,4.32
10715,Saint Lucia,1997-01-01,25-34 years,4.32
7839,Macau,1994-01-01,15-24 years,4.32
5489,Guatemala,2008-01-01,75+ years,4.32
4755,Georgia,1996-01-01,35-54 years,4.315
2852,Colombia,1990-01-01,55-74 years,4.3149999999999995
5215,Grenada,1990-01-01,15-24 years,4.31
9852,Puerto Rico,1987-01-01,15-24 years,4.31
5371,Guatemala,1989-01-01,25-34 years,4.305
3543,Cyprus,2016-01-01,15-24 years,4.305
4311,Fiji,2002-01-01,35-54 years,4.305
11086,Serbia,2015-01-01,15-24 years,4.3
622,Armenia,2015-01-01,55-74 years,4.3
2843,Colombia,1989-01-01,25-34 years,4.29
8368,Mexico,1999-01-01,35-54 years,4.29
5141,Greece,2006-01-01,55-74 years,4.29
7169,Kuwait,2003-01-01,25-34 years,4.285
532,Armenia,1998-01-01,55-74 years,4.285
13610,Uruguay,1985-01-01,15-24 years,4.28
3399,Cuba,2006-01-01,15-24 years,4.28
13890,Uzbekistan,2011-01-01,55-74 years,4.28
11866,Spain,2002-01-01,15-24 years,4.275
67,Albania,2000-01-01,25-34 years,4.275
11878,Spain,2004-01-01,15-24 years,4.275
1932,Belize,1991-01-01,35-54 years,4.275
5037,Greece,1989-01-01,35-54 years,4.2700000000000005
11776,Spain,1987-01-01,15-24 years,4.27
12633,Thailand,2013-01-01,15-24 years,4.27
12853,Turkey,2014-01-01,75+ years,4.27
13004,Turkmenistan,2011-01-01,15-24 years,4.265000000000001
602,Armenia,2012-01-01,35-54 years,4.265000000000001
3040,Costa Rica,1991-01-01,15-24 years,4.265000000000001
2826,Colombia,1986-01-01,35-54 years,4.265
5012,Greece,1985-01-01,25-34 years,4.255
8078,Malta,2013-01-01,75+ years,4.255
10867,Saint Vincent and Grenadines,1999-01-01,5-14 years,4.255
9253,Panama,2011-01-01,25-34 years,4.25
3888,Ecuador,1991-01-01,75+ years,4.25
8932,Nicaragua,2015-01-01,55-74 years,4.25
5049,Greece,1991-01-01,35-54 years,4.25
5531,Guatemala,2015-01-01,75+ years,4.245
9264,Panama,2013-01-01,15-24 years,4.245
5667,Guyana,2011-01-01,5-14 years,4.24
6436,Italy,1992-01-01,15-24 years,4.24
2858,Colombia,1991-01-01,55-74 years,4.24
1328,Bahrain,1987-01-01,55-74 years,4.235
4811,Georgia,2007-01-01,55-74 years,4.23
11770,Spain,1986-01-01,15-24 years,4.225
7937,Malta,1990-01-01,35-54 years,4.22
2831,Colombia,1987-01-01,25-34 years,4.215
9491,Philippines,2002-01-01,75+ years,4.215
5163,Greece,2010-01-01,35-54 years,4.215
5168,Greece,2011-01-01,25-34 years,4.215
5365,Guatemala,1988-01-01,25-34 years,4.215
128,Albania,2010-01-01,35-54 years,4.21
1966,Belize,1998-01-01,15-24 years,4.21
85,Albania,2003-01-01,25-34 years,4.21
9780,Portugal,2002-01-01,15-24 years,4.21
8332,Mexico,1993-01-01,35-54 years,4.205
562,Armenia,2003-01-01,55-74 years,4.205
631,Aruba,1995-01-01,35-54 years,4.205
5408,Guatemala,1995-01-01,35-54 years,4.2
3069,Costa Rica,1995-01-01,75+ years,4.2
5111,Greece,2001-01-01,55-74 years,4.2
2835,Colombia,1987-01-01,75+ years,4.2
2027,Belize,2008-01-01,25-34 years,4.199999999999999
8331,Mexico,1993-01-01,25-34 years,4.195
6442,Italy,1993-01-01,15-24 years,4.195
2048,Belize,2011-01-01,55-74 years,4.19
5661,Guyana,2010-01-01,5-14 years,4.185
1150,Azerbaijan,2001-01-01,15-24 years,4.18
6478,Italy,1999-01-01,15-24 years,4.18
4773,Georgia,1999-01-01,35-54 years,4.18
1404,Bahrain,2008-01-01,35-54 years,4.18
9158,Panama,1989-01-01,35-54 years,4.175
5148,Greece,2007-01-01,75+ years,4.175
3531,Cyprus,2014-01-01,15-24 years,4.175
8344,Mexico,1995-01-01,35-54 years,4.17
5432,Guatemala,1999-01-01,35-54 years,4.17
5981,Iceland,2009-01-01,15-24 years,4.17
8527,Montenegro,2009-01-01,15-24 years,4.17
1475,Barbados,1990-01-01,25-34 years,4.165
1325,Bahrain,1987-01-01,25-34 years,4.165
8006,Malta,2001-01-01,75+ years,4.165
3547,Cyprus,2016-01-01,75+ years,4.165
8065,Malta,2011-01-01,55-74 years,4.16
5103,Greece,2000-01-01,35-54 years,4.16
5060,Greece,1993-01-01,25-34 years,4.155
7145,Kuwait,1999-01-01,25-34 years,4.15
9156,Panama,1989-01-01,15-24 years,4.15
5478,Guatemala,2007-01-01,15-24 years,4.15
6033,Ireland,1985-01-01,75+ years,4.1499999999999995
3799,Denmark,2009-01-01,15-24 years,4.145
8338,Mexico,1994-01-01,35-54 years,4.140000000000001
9404,Paraguay,2008-01-01,35-54 years,4.140000000000001
127,Albania,2010-01-01,25-34 years,4.14
12841,Turkey,2012-01-01,75+ years,4.14
5087,Greece,1997-01-01,55-74 years,4.14
13022,Turkmenistan,2014-01-01,15-24 years,4.135
5407,Guatemala,1995-01-01,25-34 years,4.135
1907,Belize,1986-01-01,25-34 years,4.13
2846,Colombia,1989-01-01,55-74 years,4.125
5655,Guyana,2009-01-01,5-14 years,4.125
9356,Paraguay,2000-01-01,35-54 years,4.12
8336,Mexico,1994-01-01,15-24 years,4.12
1362,Bahrain,2001-01-01,35-54 years,4.12
7151,Kuwait,2000-01-01,25-34 years,4.12
5527,Guatemala,2015-01-01,25-34 years,4.12
9804,Portugal,2009-01-01,15-24 years,4.12
5357,Guatemala,1986-01-01,75+ years,4.115
1316,Bahamas,2013-01-01,55-74 years,4.115
37,Albania,1995-01-01,25-34 years,4.115
9292,Paraguay,1986-01-01,55-74 years,4.115
4731,Georgia,1991-01-01,35-54 years,4.115
5102,Greece,2000-01-01,25-34 years,4.115
5159,Greece,2009-01-01,55-74 years,4.11
2134,Brazil,1993-01-01,15-24 years,4.105
4767,Georgia,1998-01-01,35-54 years,4.105
11338,Singapore,2008-01-01,15-24 years,4.105
6484,Italy,2000-01-01,15-24 years,4.1
11938,Spain,2014-01-01,15-24 years,4.1
13897,Uzbekistan,2012-01-01,75+ years,4.1
13903,Uzbekistan,2013-01-01,75+ years,4.1
7943,Malta,1991-01-01,35-54 years,4.085
4736,Georgia,1992-01-01,25-34 years,4.085
6201,Ireland,2013-01-01,75+ years,4.08
6681,Jamaica,2011-01-01,75+ years,4.075
4800,Georgia,2005-01-01,75+ years,4.07
10060,Qatar,2007-01-01,55-74 years,4.07
500,Armenia,1993-01-01,35-54 years,4.07
5165,Greece,2010-01-01,55-74 years,4.07
12651,Thailand,2016-01-01,15-24 years,4.0649999999999995
7115,Kuwait,1994-01-01,25-34 years,4.0649999999999995
1095,Azerbaijan,1991-01-01,75+ years,4.0600000000000005
4367,Fiji,2012-01-01,55-74 years,4.055
8304,Mexico,1988-01-01,55-74 years,4.055
8503,Montenegro,2005-01-01,15-24 years,4.055
9528,Philippines,2011-01-01,15-24 years,4.055
6961,Kazakhstan,2005-01-01,5-14 years,4.05
2068,Belize,2015-01-01,15-24 years,4.05
11860,Spain,2001-01-01,15-24 years,4.05
1384,Bahrain,2005-01-01,15-24 years,4.045
58,Albania,1998-01-01,55-74 years,4.045
2840,Colombia,1988-01-01,55-74 years,4.04
3942,Ecuador,2000-01-01,75+ years,4.04
1223,Bahamas,1998-01-01,25-34 years,4.04
12181,Suriname,2014-01-01,5-14 years,4.04
11806,Spain,1992-01-01,15-24 years,4.035
5366,Guatemala,1988-01-01,35-54 years,4.035
2170,Brazil,1999-01-01,15-24 years,4.035
1409,Bahrain,2009-01-01,25-34 years,4.035
9529,Philippines,2011-01-01,25-34 years,4.02
12109,Suriname,2002-01-01,5-14 years,4.02
6,Albania,1988-01-01,15-24 years,4.02
5528,Guatemala,2015-01-01,35-54 years,4.015
6496,Italy,2002-01-01,15-24 years,4.015
1094,Azerbaijan,1991-01-01,55-74 years,4.015
8012,Malta,2002-01-01,75+ years,4.015
5024,Greece,1987-01-01,25-34 years,4.01
12151,Suriname,2009-01-01,5-14 years,4.01
9424,Paraguay,2011-01-01,55-74 years,4.01
5472,Guatemala,2006-01-01,15-24 years,4.01
5042,Greece,1990-01-01,25-34 years,4.005
4814,Georgia,2009-01-01,25-34 years,4.005
5031,Greece,1988-01-01,35-54 years,4.0
2886,Colombia,1996-01-01,35-54 years,4.0
5384,Guatemala,1991-01-01,35-54 years,3.995
4322,Fiji,2004-01-01,25-34 years,3.995
254,Antigua and Barbuda,2007-01-01,35-54 years,3.99
5358,Guatemala,1987-01-01,15-24 years,3.99
4839,Georgia,2013-01-01,35-54 years,3.98
5479,Guatemala,2007-01-01,25-34 years,3.98
10763,Saint Lucia,2005-01-01,25-34 years,3.975
5109,Greece,2001-01-01,35-54 years,3.9749999999999996
1398,Bahrain,2007-01-01,35-54 years,3.97
5097,Greece,1999-01-01,35-54 years,3.9699999999999998
2176,Brazil,2000-01-01,15-24 years,3.9699999999999998
9368,Paraguay,2002-01-01,35-54 years,3.9650000000000003
1086,Azerbaijan,1990-01-01,35-54 years,3.96
9134,Panama,1985-01-01,35-54 years,3.96
7133,Kuwait,1997-01-01,25-34 years,3.955
8077,Malta,2013-01-01,55-74 years,3.955
7949,Malta,1992-01-01,35-54 years,3.955
3141,Costa Rica,2007-01-01,75+ years,3.95
12175,Suriname,2013-01-01,5-14 years,3.95
5091,Greece,1998-01-01,35-54 years,3.9499999999999997
2416,Bulgaria,2009-01-01,15-24 years,3.9450000000000003
8289,Mexico,1986-01-01,25-34 years,3.945
5435,Guatemala,1999-01-01,75+ years,3.945
6424,Italy,1990-01-01,15-24 years,3.94
1100,Azerbaijan,1992-01-01,55-74 years,3.94
3405,Cuba,2007-01-01,15-24 years,3.935
8295,Mexico,1987-01-01,25-34 years,3.935
12639,Thailand,2014-01-01,15-24 years,3.935
7923,Malta,1988-01-01,15-24 years,3.935
3805,Denmark,2010-01-01,15-24 years,3.935
1193,Bahamas,1993-01-01,25-34 years,3.935
12859,Turkey,2015-01-01,75+ years,3.9349999999999996
5156,Greece,2009-01-01,25-34 years,3.93
5483,Guatemala,2007-01-01,75+ years,3.93
11350,Singapore,2010-01-01,15-24 years,3.925
13023,Turkmenistan,2014-01-01,25-34 years,3.92
1296,Bahamas,2010-01-01,35-54 years,3.92
10890,Saint Vincent and Grenadines,2003-01-01,35-54 years,3.92
5516,Guatemala,2013-01-01,35-54 years,3.915
9522,Philippines,2010-01-01,15-24 years,3.915
9720,Portugal,1992-01-01,15-24 years,3.915
5174,Greece,2012-01-01,25-34 years,3.915
8292,Mexico,1986-01-01,55-74 years,3.91
4017,Ecuador,2013-01-01,35-54 years,3.91
9516,Philippines,2009-01-01,15-24 years,3.9050000000000002
2868,Colombia,1993-01-01,35-54 years,3.9050000000000002
5085,Greece,1997-01-01,35-54 years,3.905
2060,Belize,2013-01-01,55-74 years,3.905
7935,Malta,1990-01-01,15-24 years,3.905
9398,Paraguay,2007-01-01,35-54 years,3.905
6490,Italy,2001-01-01,15-24 years,3.8950000000000005
5236,Grenada,1993-01-01,5-14 years,3.895
9376,Paraguay,2003-01-01,55-74 years,3.895
